1,1
2,1
3,6
4,17
5,21
6,23
7,27
8,31
9,46
10,55
11,59
12,62
13,65
14,69
15,69
16,73
17,81
18,98
19,98
20,100
21,113
22,119
23,129
24,131
25,139
26,148
27,150
28,154
29,197
30,203
31,204
32,212
33,218
34,223
35,223
36,226
37,231
38,233
40,233
41,239
42,245
43,254
44,258
45,261
46,265
47,266
48,275
49,283
50,286
51,290
52,292
53,299
54,301
55,303
56,309
57,324
58,327
59,328
60,329
61,329
62,331
63,331
64,332
65,334
66,352
67,362
68,391
69,405
70,409
71,411
72,416
73,418
74,420
75,427
76,447
77,450
78,453
79,453
80,459
81,460
82,466
83,469
84,471
86,471
87,473
88,481
89,482
90,487
91,492
92,498
93,503
94,510
95,514
96,514
97,520
98,526
99,535
100,536
101,555
102,558
103,578
104,605
105,621
106,621
107,621
108,630
109,670
110,683
111,684
112,686
113,695
114,695
115,703
116,708
117,710
118,717
119,722
120,730
121,730
122,741
123,745
124,752
125,753
126,764
127,772
128,778
129,780
130,781
131,782
132,787
133,791
134,796
135,802
136,808
137,815
138,815
139,816
140,819
141,834
142,840
143,841
144,848
145,859
146,876
147,880
148,891
149,891
150,893
151,895
152,897
153,898
154,907
155,941
156,944
157,944
158,955
159,963
160,970
161,971
162,985
163,990
164,998
165,1002
166,1004
167,1018
168,1023
169,1024
170,1030
171,1040
172,1045
173,1070
174,1076
175,1085
176,1088
177,1089
178,1093
179,1112
180,1120
181,1123
182,1124
183,1124
184,1125
185,1127
186,1128
187,1129
188,1151
189,1155
190,1160
191,1172
192,1181
193,1190
194,1191
195,1208
196,1213
197,1219
198,1231
199,1234
200,1244
201,1253
202,1261
203,1267
204,1275
205,1282
206,1282
207,1289
208,1292
209,1294
210,1315
211,1315
212,1322
213,1324
214,1327
215,1329
216,1352
217,1358
218,1360
219,1363
220,1366
221,1367
222,1376
223,1382
224,1385
225,1391
226,1406
227,1407
228,1408
229,1411
230,1414
231,1414
232,1428
233,1428
234,1454
235,1456
236,1457
237,1459
238,1479
239,1479
240,1479
241,1489
242,1496
243,1502
244,1516
245,1543
246,1572
247,1578
248,1580
249,1581
250,1584
251,1586
252,1587
253,1591
254,1598
255,1598
256,1603
257,1604
258,1623
259,1634
260,1639
261,1641
262,1648
263,1671
264,1672
265,1674
266,1676
267,1698
268,1700
269,1703
270,1704
271,1710
272,1712
273,1747
274,1751
275,1752
276,1754
277,1754
278,1765
279,1768
280,1772
281,1792
282,1794
283,1799
284,1815
285,1822
286,1840
287,1859
288,1860
289,1861
290,1867
291,1869
292,1879
293,1891
294,1892
295,1894
296,1902
297,1912
298,1913
299,1915
300,1917
301,1918
302,1922
303,1942
304,1954
305,1955
306,1960
307,1972
308,1973
309,1998
310,1999
311,2000
312,2008
313,2008
314,2013
315,2022
316,2027
317,2029
318,2034
319,2060
320,2071
321,2079
322,2085
323,2090
324,2094
325,2099
326,2101
327,2108
328,2112
329,2117
330,2121
331,2121
332,2125
333,2133
334,2142
335,2144
336,2145
337,2147
338,2151
339,2153
340,2157
341,2158
342,2175
343,2176
344,2178
345,2179
346,2184
347,2189
348,2193
349,2193
350,2194
351,2194
352,2211
353,2234
354,2235
355,2240
356,2241
357,2250
358,2251
359,2256
360,2261
361,2262
362,2262
363,2270
364,2276
365,2281
366,2284
367,2299
368,2340
369,2340
370,2349
371,2353
372,2364
373,2384
374,2390
375,2396
376,2417
377,2419
378,2437
379,2470
380,2472
381,2474
382,2477
383,2492
384,2500
385,2509
386,2518
387,2524
388,2540
389,2542
390,2565
391,2565
392,2592
393,2592
394,2592
395,2594
396,2595
397,2595
398,2611
399,2623
400,2626
401,2632
402,2636
403,2641
404,2650
405,2660
406,2661
407,2662
408,2664
409,2669
410,2674
411,2685
412,2688
413,2691
414,2691
415,2696
416,2703
417,2717
418,2722
419,2736
420,2743
421,2749
422,2752
423,2755
424,2763
425,2773
426,2775
427,2776
428,2780
429,2782
430,2791
431,2797
432,2818
433,2823
434,2833
435,2851
436,2856
437,2863
438,2870
439,2879
440,2891
441,2900
442,2904
443,2908
444,2908
445,2920
446,2924
447,2936
448,2945
449,2966
450,2967
451,2968
452,2969
453,2977
454,2989
455,2993
456,2996
457,3014
458,3021
459,3039
460,3041
461,3052
462,3053
463,3066
464,3077
465,3077
466,3088
467,3091
468,3093
469,3097
470,3098
471,3120
472,3120
473,3124
474,3142
475,3145
476,3145
477,3146
478,3161
479,3161
480,3162
481,3167
482,3174
483,3191
484,3197
485,3202
486,3203
487,3222
488,3224
489,3225
490,3232
491,3247
492,3251
493,3278
494,3282
495,3296
496,3301
497,3303
498,3304
499,3306
500,3307
501,3313
502,3317
503,3324
504,3327
505,3328
506,3328
507,3330
508,3335
509,3342
510,3361
511,3365
512,3367
513,3373
514,3375
515,3381
516,3392
517,3398
518,3401
519,3402
520,3411
521,3424
522,3427
523,3436
524,3442
525,3448
526,3455
527,3455
528,3456
529,3467
530,3469
531,3484
532,3516
533,3517
534,3520
535,3530
536,3531
537,3543
538,3550
539,3582
540,3590
541,3596
542,3601
543,3603
544,3609
545,3622
546,3630
547,3642
548,3656
549,3659
550,3665
551,3668
552,3669
553,3669
554,3672
555,3672
556,3673
557,3684
558,3692
559,3702
560,3702
561,3705
562,3718
563,3722
564,3723
565,3736
566,3738
567,3743
568,3746
569,3747
570,3747
571,3759
572,3771
573,3776
574,3778
575,3791
576,3813
577,3814
578,3818
579,3829
580,3829
581,3831
582,3834
583,3834
584,3837
585,3845
586,3847
587,3847
588,3849
589,3851
590,3859
591,3867
592,3877
593,3885
594,3889
595,3897
596,3898
597,3914
598,3919
599,3920
600,3930
601,3931
602,3932
603,3933
604,3936
605,3939
606,3950
607,3952
608,3953
609,3964
610,3966
611,3967
612,3970
613,3970
614,3974
615,3974
616,3975
617,3977
618,3987
619,3996
620,3998
621,4001
622,4005
623,4011
624,4012
625,4031
626,4031
627,4031
628,4034
629,4038
630,4038
631,4044
632,4050
633,4063
634,4074
635,4076
636,4080
637,4081
638,4083
639,4084
640,4092
641,4095
642,4096
643,4104
644,4108
645,4113
646,4116
647,4147
648,4153
649,4155
650,4164
651,4164
652,4177
653,4180
654,4191
655,4194
656,4196
657,4201
658,4203
659,4208
660,4215
661,4216
662,4221
663,4239
664,4255
665,4256
666,4267
667,4281
668,4296
669,4301
670,4306
671,4307
672,4313
673,4328
674,4333
675,4348
676,4366
677,4372
678,4391
679,4395
680,4403
681,4409
682,4414
683,4420
684,4422
685,4422
686,4425
687,4447
688,4447
689,4447
690,4449
691,4453
692,4466
693,4470
694,4477
695,4479
