1,6
2,7
3,20
4,23
5,31
6,32
7,37
8,38
9,58
10,66
11,76
12,80
13,82
14,82
15,82
16,85
17,91
18,93
19,96
20,98
21,102
22,105
23,113
24,116
25,120
26,121
27,122
28,127
29,141
30,145
31,158
32,167
33,186
34,226
35,234
36,246
37,253
38,258
39,263
40,272
41,274
42,278
43,278
44,282
45,285
46,291
47,294
48,297
49,308
50,315
51,316
52,321
53,323
54,325
55,352
56,353
57,359
58,359
59,364
60,378
61,379
62,391
63,392
64,394
65,399
66,420
67,421
68,424
69,430
70,442
71,443
72,461
73,470
74,470
75,473
76,480
77,483
78,484
79,484
80,486
81,486
82,490
83,494
84,515
85,516
86,519
87,529
88,544
89,550
90,552
91,556
92,557
93,569
94,571
95,574
96,582
97,584
98,589
99,598
100,606
101,611
102,621
103,627
104,634
105,647
106,658
107,676
108,694
109,697
110,708
111,720
112,723
113,750
114,763
115,765
116,783
117,785
118,789
119,796
120,798
121,799
122,800
123,800
124,808
125,813
126,817
127,821
128,825
129,829
130,831
131,843
132,869
133,870
134,870
135,871
136,872
137,877
138,877
139,885
140,897
141,900
142,903
143,908
144,918
145,929
146,944
147,945
148,947
149,949
150,963
151,968
152,978
153,986
154,990
155,993
156,997
157,998
158,1000
159,1002
160,1003
161,1007
162,1010
163,1011
164,1013
165,1017
166,1032
167,1033
168,1034
169,1036
170,1041
171,1042
172,1048
173,1050
174,1063
175,1079
176,1080
177,1088
178,1092
179,1093
180,1107
181,1107
182,1116
183,1117
184,1117
185,1144
186,1145
187,1150
188,1156
189,1165
190,1181
191,1182
192,1189
193,1191
194,1192
195,1195
196,1203
197,1205
198,1212
199,1221
200,1234
201,1243
202,1255
203,1259
204,1259
205,1279
206,1281
207,1283
208,1284
209,1284
210,1299
211,1300
212,1302
213,1302
214,1305
215,1306
216,1308
217,1313
218,1323
219,1324
220,1337
221,1338
222,1338
223,1343
224,1362
225,1366
226,1367
227,1374
228,1375
229,1378
230,1400
231,1406
232,1414
233,1417
234,1417
235,1424
236,1426
237,1428
238,1431
239,1438
240,1439
241,1440
242,1442
243,1443
244,1452
245,1457
246,1457
247,1461
248,1464
249,1465
250,1480
251,1481
252,1490
253,1494
254,1497
255,1498
256,1503
257,1506
258,1509
259,1518
260,1525
261,1529
262,1536
263,1539
264,1542
265,1545
266,1546
267,1547
268,1553
269,1557
270,1571
271,1572
272,1578
273,1580
274,1594
275,1609
276,1613
277,1627
278,1633
279,1642
280,1666
281,1669
282,1674
283,1678
284,1679
285,1718
286,1721
287,1727
288,1729
289,1734
290,1736
291,1741
292,1746
293,1747
294,1749
295,1766
296,1770
297,1771
298,1775
299,1777
300,1778
301,1780
302,1782
303,1785
304,1792
305,1803
306,1807
307,1808
308,1815
309,1818
310,1827
311,1837
312,1841
313,1842
314,1845
315,1847
316,1852
317,1861
318,1862
319,1865
320,1877
321,1883
322,1886
323,1897
324,1903
325,1904
326,1912
327,1912
328,1929
329,1937
330,1943
331,1945
332,1950
333,1951
334,1952
335,1955
336,1960
337,1964
338,1966
339,1973
340,1975
341,1976
342,1977
343,1980
344,1982
345,1984
346,1984
347,2001
348,2008
349,2013
350,2016
351,2018
352,2021
353,2028
354,2030
355,2034
356,2034
357,2039
358,2041
359,2042
360,2050
361,2051
362,2065
363,2066
364,2068
365,2070
366,2076
367,2088
368,2089
369,2089
370,2101
371,2102
372,2103
373,2104
374,2105
375,2123
376,2130
377,2133
378,2142
379,2146
380,2158
381,2172
382,2186
383,2189
384,2192
385,2194
386,2200
387,2202
388,2204
389,2227
390,2234
391,2241
392,2247
393,2265
394,2266
395,2277
396,2282
397,2283
398,2283
399,2287
400,2288
401,2290
402,2292
403,2303
404,2316
405,2322
406,2325
407,2325
408,2325
409,2338
410,2341
